State,District,Crop_Year,Soil_Type,pH_Level,Organic_Carbon_%,Fertility_Level
Maharashtra,Pune,2021,Loamy,5.66,0.95,Low
Telangana,Nizamabad,2020,Black,7.78,0.53,High
Maharashtra,Nagpur,2021,Black,6.93,1.1,Medium
Telangana,Warangal,2017,Black,6.5,0.43,Medium
Telangana,Adilabad,2017,Loamy,5.88,1.15,High
Maharashtra,Pune,2021,Alluvial,6.35,0.51,High
Tamil Nadu,Coimbatore,2016,Black,6.78,0.68,Low
Punjab,Patiala,2015,Alluvial,6.46,0.68,Low
Karnataka,Mandya,2023,Clay,6.38,0.63,High
Karnataka,Mandya,2023,Black,6.91,0.33,Low
Karnataka,Raichur,2021,Clay,7.22,1.15,High
Telangana,Adilabad,2021,Alluvial,7.48,0.54,Medium
Karnataka,Mandya,2017,Red,7.02,0.54,Low
Punjab,Patiala,2016,Loamy,6.28,0.6,Medium
Punjab,Patiala,2021,Red,7.7,0.41,Low
Karnataka,Belgaum,2023,Loamy,5.53,0.76,Medium
Karnataka,Raichur,2015,Alluvial,6.72,0.38,Medium
Maharashtra,Nagpur,2018,Black,6.58,0.97,Low
Tamil Nadu,Madurai,2020,Alluvial,6.42,0.6,Medium
Maharashtra,Nagpur,2021,Clay,6.16,0.38,High
Punjab,Patiala,2021,Red,6.33,0.99,Low
Andhra Pradesh,Guntur,2016,Alluvial,6.92,0.49,Low
Maharashtra,Pune,2018,Alluvial,7.69,0.6,High
Punjab,Amritsar,2019,Red,7.41,0.67,High
Andhra Pradesh,Guntur,2015,Loamy,7.99,1.03,High
Punjab,Patiala,2015,Black,7.93,0.46,Low
Karnataka,Raichur,2017,Loamy,7.89,0.38,High
Karnataka,Raichur,2017,Red,6.39,0.73,Medium
Punjab,Patiala,2022,Red,7.14,0.34,High
Maharashtra,Aurangabad,2023,Clay,5.76,0.33,Low
Karnataka,Raichur,2015,Alluvial,7.41,0.58,Low
Maharashtra,Nagpur,2016,Loamy,7.79,1.04,Medium
Tamil Nadu,Coimbatore,2016,Black,6.89,0.46,Low
Maharashtra,Pune,2018,Loamy,6.7,1.06,Low
Karnataka,Mandya,2016,Loamy,6.61,0.69,Low
Karnataka,Belgaum,2021,Clay,7.24,0.4,High
Karnataka,Belgaum,2023,Loamy,6.44,0.92,Medium
Maharashtra,Nagpur,2021,Clay,6.65,0.81,Low
Andhra Pradesh,Guntur,2020,Loamy,6.83,1.02,Low
Maharashtra,Pune,2015,Clay,6.72,0.57,High
Maharashtra,Nagpur,2023,Clay,5.62,0.45,High
Telangana,Adilabad,2019,Loamy,6.68,1.12,High
Karnataka,Raichur,2019,Red,5.79,0.76,Low
Telangana,Adilabad,2020,Black,6.55,1.14,Low
Telangana,Adilabad,2023,Clay,6.48,0.85,Low
Andhra Pradesh,Krishna,2022,Loamy,7.46,1.03,Medium
Punjab,Amritsar,2022,Black,6.45,0.49,Medium
Maharashtra,Aurangabad,2022,Clay,7.19,0.54,Low
Karnataka,Mandya,2015,Black,6.11,1.1,Low
Telangana,Adilabad,2015,Alluvial,7.25,1.14,Medium
Maharashtra,Nagpur,2022,Alluvial,7.68,0.59,Low
Karnataka,Mandya,2019,Alluvial,7.0,0.74,Low
Tamil Nadu,Coimbatore,2023,Alluvial,5.79,0.33,High
Telangana,Nizamabad,2016,Clay,6.26,0.32,Medium
Telangana,Adilabad,2023,Alluvial,5.51,0.79,Low
Tamil Nadu,Madurai,2022,Loamy,5.86,0.67,Low
Karnataka,Raichur,2023,Clay,5.71,0.82,High
Karnataka,Raichur,2018,Clay,6.42,0.77,Medium
Maharashtra,Pune,2015,Loamy,7.71,1.18,High
Karnataka,Belgaum,2015,Alluvial,6.04,0.97,High
Punjab,Patiala,2019,Clay,7.63,0.71,High
Telangana,Warangal,2016,Black,6.65,0.68,High
Tamil Nadu,Thanjavur,2022,Black,7.22,0.78,Medium
Telangana,Warangal,2019,Clay,7.33,1.05,Medium
Andhra Pradesh,Prakasam,2019,Alluvial,5.55,0.95,Medium
Andhra Pradesh,Prakasam,2016,Clay,7.72,0.61,Medium
Telangana,Nizamabad,2021,Loamy,7.03,0.72,Medium
Punjab,Amritsar,2022,Loamy,6.3,0.75,High
Tamil Nadu,Coimbatore,2015,Alluvial,6.12,1.1,High
Telangana,Adilabad,2016,Loamy,6.0,0.98,High
Telangana,Adilabad,2018,Clay,7.33,0.45,Low
Maharashtra,Aurangabad,2019,Clay,6.63,0.96,Medium
Punjab,Amritsar,2016,Alluvial,7.72,1.19,Medium
Maharashtra,Aurangabad,2015,Alluvial,6.73,0.71,Medium
Maharashtra,Aurangabad,2023,Alluvial,6.48,0.55,Medium
Telangana,Warangal,2015,Alluvial,6.35,0.68,Low
Punjab,Patiala,2018,Clay,6.76,1.15,Low
Karnataka,Mandya,2016,Loamy,6.42,0.43,Low
Karnataka,Mandya,2018,Black,7.07,0.86,Low
Andhra Pradesh,Guntur,2022,Black,6.46,0.93,Low
Andhra Pradesh,Krishna,2022,Clay,7.14,1.17,High
Telangana,Nizamabad,2023,Red,7.74,1.07,Low
Telangana,Nizamabad,2019,Clay,5.67,0.96,Low
Karnataka,Raichur,2021,Red,7.49,1.13,Low
Punjab,Ludhiana,2017,Alluvial,6.73,1.04,High
Punjab,Amritsar,2018,Red,8.0,0.78,Low
Tamil Nadu,Coimbatore,2023,Clay,7.82,0.42,Medium
Maharashtra,Nagpur,2015,Loamy,7.27,1.18,Medium
Telangana,Nizamabad,2016,Clay,5.55,1.06,Low
Tamil Nadu,Coimbatore,2019,Alluvial,7.04,1.0,Medium
Punjab,Amritsar,2017,Clay,6.45,0.4,High
Andhra Pradesh,Guntur,2016,Red,6.6,0.45,Low
Telangana,Warangal,2015,Clay,6.83,0.71,Medium
Maharashtra,Aurangabad,2017,Black,6.97,0.86,Low
Maharashtra,Aurangabad,2015,Black,5.67,0.43,Medium
Punjab,Ludhiana,2015,Loamy,5.51,1.19,Low
Punjab,Patiala,2015,Black,5.67,0.65,Medium
Tamil Nadu,Madurai,2022,Black,7.31,0.79,High
Punjab,Ludhiana,2017,Loamy,7.0,0.35,High
Andhra Pradesh,Prakasam,2015,Clay,7.27,0.97,Medium
Maharashtra,Nagpur,2021,Black,7.85,1.19,Medium
Tamil Nadu,Thanjavur,2017,Clay,7.79,0.9,Low
Andhra Pradesh,Guntur,2022,Black,6.36,0.77,High
Telangana,Nizamabad,2018,Black,6.69,0.39,Medium
Tamil Nadu,Coimbatore,2018,Loamy,6.65,0.54,Medium
Telangana,Warangal,2019,Loamy,7.1,1.18,Low
Punjab,Ludhiana,2020,Loamy,6.33,0.5,Low
Karnataka,Raichur,2021,Clay,5.7,1.04,High
Telangana,Nizamabad,2018,Loamy,6.02,0.34,High
Telangana,Nizamabad,2022,Black,7.63,0.72,High
Maharashtra,Pune,2020,Black,7.51,0.68,Medium
Telangana,Nizamabad,2015,Alluvial,7.29,1.1,Low
Tamil Nadu,Thanjavur,2015,Red,5.62,0.9,High
Andhra Pradesh,Krishna,2023,Loamy,5.57,0.44,High
Tamil Nadu,Madurai,2020,Black,5.62,0.83,High
Maharashtra,Pune,2022,Red,6.97,0.99,Low
Telangana,Warangal,2021,Black,7.71,0.66,High
Tamil Nadu,Madurai,2020,Black,7.49,0.34,Low
Punjab,Amritsar,2018,Black,5.62,0.5,Medium
Andhra Pradesh,Krishna,2021,Clay,7.86,0.38,Medium
Maharashtra,Nagpur,2023,Loamy,7.3,1.12,High
Karnataka,Mandya,2021,Black,5.7,0.79,High
Karnataka,Mandya,2015,Black,5.82,0.43,High
Punjab,Ludhiana,2023,Loamy,6.71,0.79,Low
Tamil Nadu,Coimbatore,2018,Loamy,6.85,0.53,Low
Punjab,Ludhiana,2017,Loamy,6.85,1.1,Low
Andhra Pradesh,Prakasam,2018,Red,7.88,0.61,High
Punjab,Patiala,2018,Black,5.98,0.58,Medium
Punjab,Amritsar,2016,Red,5.72,1.03,High
Andhra Pradesh,Guntur,2015,Red,7.46,0.63,Medium
Telangana,Warangal,2015,Loamy,5.85,0.4,Low
Telangana,Nizamabad,2022,Red,7.31,0.81,Low
Punjab,Patiala,2016,Clay,7.13,0.64,Low
Andhra Pradesh,Krishna,2019,Loamy,5.67,0.55,Medium
Telangana,Adilabad,2018,Red,7.82,0.72,Low
Maharashtra,Nagpur,2022,Alluvial,6.89,0.73,High
Maharashtra,Aurangabad,2016,Black,6.38,0.62,Low
Tamil Nadu,Coimbatore,2023,Clay,6.06,1.18,Medium
Maharashtra,Pune,2021,Clay,6.52,0.4,Medium
Punjab,Ludhiana,2021,Clay,6.45,0.64,Low
Telangana,Warangal,2015,Red,7.86,0.41,High
Karnataka,Belgaum,2016,Clay,5.78,0.41,High
Punjab,Ludhiana,2018,Alluvial,7.01,0.37,Medium
Karnataka,Raichur,2018,Loamy,7.75,0.79,High
Karnataka,Raichur,2017,Loamy,7.73,0.3,High
Telangana,Nizamabad,2021,Alluvial,7.07,0.41,High
Maharashtra,Nagpur,2022,Alluvial,6.54,0.53,Medium
Punjab,Amritsar,2016,Alluvial,6.57,0.47,Low
Karnataka,Raichur,2018,Alluvial,7.67,0.42,High
Karnataka,Mandya,2017,Red,5.85,0.39,High
Andhra Pradesh,Prakasam,2016,Alluvial,5.75,0.58,High
Telangana,Nizamabad,2020,Black,6.56,0.44,High
Andhra Pradesh,Guntur,2018,Black,6.65,0.56,High
Tamil Nadu,Thanjavur,2020,Loamy,6.05,0.91,Medium
Maharashtra,Aurangabad,2016,Black,7.88,0.73,Medium
Punjab,Ludhiana,2018,Red,7.18,0.59,Medium
Andhra Pradesh,Krishna,2020,Red,5.64,1.11,Medium
Andhra Pradesh,Guntur,2019,Red,6.12,1.12,Medium
Karnataka,Raichur,2017,Black,7.44,0.77,High
Punjab,Ludhiana,2022,Clay,6.25,1.18,Medium
Telangana,Adilabad,2021,Clay,5.64,0.55,Medium
Andhra Pradesh,Krishna,2017,Clay,6.9,0.9,High
Maharashtra,Nagpur,2020,Alluvial,6.66,0.83,High
Karnataka,Belgaum,2018,Alluvial,6.24,0.68,Low
Telangana,Warangal,2019,Clay,7.99,0.66,Medium
Andhra Pradesh,Krishna,2019,Alluvial,6.53,0.35,High
Tamil Nadu,Madurai,2021,Black,5.65,0.65,Medium
Andhra Pradesh,Guntur,2019,Alluvial,6.19,0.41,Low
Telangana,Warangal,2017,Loamy,7.55,0.78,High
Tamil Nadu,Thanjavur,2019,Clay,6.93,0.87,High
Maharashtra,Pune,2021,Loamy,6.98,0.89,Medium
Andhra Pradesh,Guntur,2019,Black,5.54,0.85,Medium
Telangana,Warangal,2019,Red,6.94,0.61,Medium
Maharashtra,Nagpur,2023,Clay,7.56,0.43,High
Punjab,Amritsar,2017,Black,5.95,0.92,Low
Telangana,Nizamabad,2020,Loamy,6.14,0.94,Low
Punjab,Ludhiana,2015,Clay,6.01,1.17,Medium
Maharashtra,Pune,2019,Clay,6.34,0.92,High
Punjab,Ludhiana,2022,Clay,6.27,1.12,Medium
Karnataka,Mandya,2019,Loamy,7.39,0.47,Low
Tamil Nadu,Thanjavur,2023,Black,6.6,0.58,Medium
Andhra Pradesh,Prakasam,2020,Black,6.23,1.15,Low
Andhra Pradesh,Prakasam,2022,Black,5.52,0.36,Medium
Karnataka,Mandya,2022,Clay,6.85,0.84,Medium
Maharashtra,Nagpur,2017,Red,7.57,0.86,Medium
Punjab,Amritsar,2021,Red,7.56,0.59,Low
Tamil Nadu,Thanjavur,2021,Red,6.37,0.92,High
Tamil Nadu,Thanjavur,2020,Clay,7.96,0.62,High
Punjab,Amritsar,2021,Red,6.91,0.64,High
Andhra Pradesh,Guntur,2016,Loamy,5.82,1.13,Medium
Tamil Nadu,Coimbatore,2023,Clay,5.68,0.82,Low
Karnataka,Raichur,2015,Red,5.75,0.39,Medium
Punjab,Patiala,2015,Alluvial,7.21,0.58,Medium
Telangana,Warangal,2017,Red,6.6,0.42,High
Andhra Pradesh,Prakasam,2017,Black,7.46,0.99,Low
Karnataka,Mandya,2015,Loamy,6.33,1.02,High
Tamil Nadu,Coimbatore,2021,Red,6.33,0.43,Medium
Telangana,Warangal,2018,Loamy,7.43,0.5,High
Maharashtra,Aurangabad,2016,Alluvial,5.96,0.95,Low
Tamil Nadu,Madurai,2019,Clay,7.99,0.91,Low
Maharashtra,Aurangabad,2020,Red,6.76,0.56,Low
Maharashtra,Nagpur,2023,Red,6.94,0.73,High
Punjab,Amritsar,2018,Alluvial,6.37,0.34,Low
Andhra Pradesh,Guntur,2016,Black,5.85,0.8,High
Maharashtra,Aurangabad,2019,Black,5.56,0.73,High
Telangana,Adilabad,2017,Loamy,7.94,0.79,Low
Andhra Pradesh,Guntur,2016,Black,7.65,1.05,Medium
Maharashtra,Nagpur,2015,Loamy,6.05,0.59,Medium
Tamil Nadu,Coimbatore,2016,Alluvial,7.94,1.06,High
Tamil Nadu,Thanjavur,2020,Black,6.03,1.09,Medium
Maharashtra,Nagpur,2022,Clay,7.66,0.62,Medium
Maharashtra,Nagpur,2017,Red,6.75,1.09,High
Andhra Pradesh,Krishna,2023,Alluvial,7.33,0.84,Low
Telangana,Nizamabad,2023,Loamy,7.72,0.76,Low
Punjab,Ludhiana,2016,Clay,5.55,0.78,Medium
Tamil Nadu,Thanjavur,2022,Loamy,6.15,0.7,Low
Maharashtra,Pune,2019,Black,7.65,1.01,Medium
Tamil Nadu,Coimbatore,2018,Alluvial,5.88,1.03,High
Telangana,Warangal,2019,Alluvial,5.99,0.84,Low
Andhra Pradesh,Guntur,2018,Alluvial,7.18,0.38,High
Andhra Pradesh,Guntur,2022,Loamy,6.5,0.81,Medium
Karnataka,Mandya,2018,Loamy,6.5,0.48,High
Maharashtra,Pune,2020,Alluvial,5.59,0.57,Low
Andhra Pradesh,Guntur,2016,Loamy,6.24,0.77,Low
Maharashtra,Aurangabad,2019,Clay,6.63,1.0,Low
Telangana,Nizamabad,2020,Red,7.27,0.55,Medium
Andhra Pradesh,Guntur,2019,Black,7.08,0.54,Low
Punjab,Ludhiana,2016,Black,7.78,0.32,Low
Tamil Nadu,Madurai,2021,Loamy,6.61,1.0,Low
Maharashtra,Pune,2018,Alluvial,5.64,1.15,Medium
Punjab,Ludhiana,2022,Loamy,7.3,0.4,Low
Punjab,Amritsar,2021,Red,7.89,0.39,High
Maharashtra,Nagpur,2021,Loamy,6.04,0.7,Low
Karnataka,Belgaum,2023,Black,5.54,1.07,High
Punjab,Ludhiana,2015,Clay,7.67,0.82,Medium
Telangana,Nizamabad,2020,Loamy,5.99,0.43,Low
Telangana,Adilabad,2020,Alluvial,6.0,0.8,Medium
Maharashtra,Aurangabad,2020,Black,7.83,0.59,High
Tamil Nadu,Thanjavur,2020,Alluvial,7.33,0.7,High
Andhra Pradesh,Prakasam,2021,Red,6.43,0.94,Medium
Karnataka,Belgaum,2020,Alluvial,6.07,0.53,Medium
Telangana,Warangal,2015,Red,6.64,0.62,High
Karnataka,Belgaum,2017,Clay,6.02,0.5,Medium
Tamil Nadu,Coimbatore,2016,Red,5.56,0.51,Low
Karnataka,Mandya,2020,Red,5.89,1.11,Low
Andhra Pradesh,Prakasam,2022,Alluvial,6.85,0.72,High
Punjab,Ludhiana,2017,Loamy,7.05,0.94,Medium
Karnataka,Raichur,2022,Clay,7.41,0.78,Medium
Tamil Nadu,Coimbatore,2022,Alluvial,7.67,0.4,Low
Andhra Pradesh,Krishna,2019,Clay,7.69,0.81,Low
Andhra Pradesh,Guntur,2022,Red,7.92,1.04,Low
Maharashtra,Aurangabad,2020,Black,7.24,0.4,Low
Tamil Nadu,Madurai,2019,Clay,6.32,0.71,Medium
Punjab,Patiala,2023,Black,5.55,0.96,Medium
Karnataka,Belgaum,2021,Clay,7.46,0.58,High
Punjab,Patiala,2022,Black,7.32,0.41,High
Maharashtra,Nagpur,2015,Red,7.97,1.08,Medium
Andhra Pradesh,Prakasam,2016,Red,6.84,0.33,High
Maharashtra,Aurangabad,2022,Loamy,5.83,0.44,Low
Punjab,Patiala,2023,Clay,5.81,0.92,High
Telangana,Nizamabad,2018,Loamy,7.63,0.61,Low
Karnataka,Raichur,2023,Black,7.54,0.58,Low
Andhra Pradesh,Krishna,2018,Loamy,7.1,0.99,Low
Telangana,Nizamabad,2023,Alluvial,5.63,0.66,Medium
Punjab,Amritsar,2021,Loamy,6.88,0.86,Medium
Punjab,Amritsar,2016,Loamy,6.25,0.5,High
Andhra Pradesh,Guntur,2023,Loamy,7.91,0.94,Medium
Maharashtra,Pune,2018,Black,6.95,1.15,High
Tamil Nadu,Madurai,2022,Red,6.11,0.92,Low
Maharashtra,Aurangabad,2021,Clay,6.22,0.84,High
Karnataka,Belgaum,2021,Alluvial,7.87,0.78,Medium
Maharashtra,Nagpur,2022,Loamy,6.28,0.87,High
Andhra Pradesh,Guntur,2015,Alluvial,7.15,1.02,Low
Andhra Pradesh,Prakasam,2019,Alluvial,6.2,0.36,Medium
Karnataka,Raichur,2016,Clay,7.43,0.59,High
Maharashtra,Pune,2016,Clay,5.92,0.42,Low
Karnataka,Raichur,2015,Red,6.15,0.39,High
Karnataka,Belgaum,2019,Red,6.43,0.72,Medium
Karnataka,Belgaum,2016,Loamy,6.68,1.05,Low
Punjab,Amritsar,2018,Red,6.77,0.42,High
Tamil Nadu,Thanjavur,2017,Red,7.17,0.73,High
Maharashtra,Pune,2017,Loamy,6.64,0.98,Medium
Maharashtra,Aurangabad,2016,Red,5.56,0.76,Medium
Maharashtra,Nagpur,2020,Alluvial,6.59,0.87,Low
Andhra Pradesh,Prakasam,2016,Clay,6.02,0.36,High
Telangana,Warangal,2022,Loamy,5.93,0.52,Low
Karnataka,Belgaum,2022,Red,6.36,0.88,Low
Telangana,Adilabad,2019,Clay,5.93,0.66,High
Maharashtra,Aurangabad,2021,Loamy,7.65,0.82,High
Punjab,Ludhiana,2018,Loamy,7.97,0.73,Low
Tamil Nadu,Coimbatore,2015,Black,6.98,0.71,Medium
Andhra Pradesh,Krishna,2016,Clay,5.83,0.81,High
Telangana,Adilabad,2018,Loamy,6.66,0.36,High
Punjab,Ludhiana,2015,Clay,7.58,0.34,Low
Maharashtra,Pune,2022,Alluvial,7.73,1.0,Medium
Telangana,Warangal,2023,Clay,7.92,0.64,High
Maharashtra,Aurangabad,2018,Clay,6.52,0.61,High
Telangana,Warangal,2017,Loamy,7.86,0.95,Low
Telangana,Warangal,2016,Alluvial,6.89,0.8,High
Karnataka,Mandya,2019,Loamy,6.56,0.78,Low
Tamil Nadu,Coimbatore,2017,Red,7.56,0.77,Low
Karnataka,Mandya,2021,Clay,7.18,0.44,Low
Punjab,Patiala,2020,Loamy,7.26,1.14,High
Andhra Pradesh,Prakasam,2015,Black,6.13,1.01,Low
Tamil Nadu,Thanjavur,2022,Red,7.48,0.85,Medium
Andhra Pradesh,Guntur,2016,Alluvial,7.59,1.07,High
Telangana,Adilabad,2019,Black,6.12,0.95,Low
Punjab,Patiala,2023,Loamy,6.75,0.43,High
Karnataka,Mandya,2022,Alluvial,7.74,0.46,Low
Andhra Pradesh,Guntur,2016,Clay,7.75,0.75,High
Maharashtra,Aurangabad,2023,Alluvial,7.02,0.68,High
Andhra Pradesh,Guntur,2019,Black,7.37,1.07,Low
Karnataka,Mandya,2020,Black,5.65,0.44,Medium
Tamil Nadu,Thanjavur,2017,Alluvial,5.62,0.45,Low
Karnataka,Mandya,2017,Alluvial,7.93,0.66,High
Punjab,Patiala,2022,Black,6.51,0.58,High
Maharashtra,Aurangabad,2016,Red,6.77,0.66,Low
Tamil Nadu,Coimbatore,2016,Red,6.96,0.38,Medium
Andhra Pradesh,Krishna,2019,Loamy,5.98,1.0,Medium
Telangana,Warangal,2020,Alluvial,5.78,1.04,Low
Tamil Nadu,Madurai,2016,Clay,5.81,0.55,Low
Andhra Pradesh,Prakasam,2019,Alluvial,6.94,0.76,High
Andhra Pradesh,Guntur,2021,Red,5.92,0.89,Low
Andhra Pradesh,Krishna,2022,Black,5.59,0.39,High
Punjab,Patiala,2021,Black,7.44,1.05,Low
Karnataka,Raichur,2022,Alluvial,7.52,1.17,Low
Andhra Pradesh,Guntur,2023,Red,7.75,0.72,Low
Punjab,Amritsar,2019,Red,7.57,0.43,High
Maharashtra,Aurangabad,2019,Red,7.69,0.41,Medium
Andhra Pradesh,Krishna,2018,Alluvial,6.24,0.49,Medium
Telangana,Nizamabad,2023,Black,6.37,0.36,Medium
Andhra Pradesh,Prakasam,2019,Black,6.35,0.49,High
Andhra Pradesh,Krishna,2016,Red,5.76,0.54,High
Tamil Nadu,Madurai,2022,Loamy,6.54,0.54,High
Punjab,Amritsar,2021,Clay,7.04,0.66,Low
Punjab,Patiala,2022,Alluvial,6.23,0.84,High
Andhra Pradesh,Prakasam,2017,Alluvial,6.77,1.09,High
Tamil Nadu,Madurai,2018,Black,6.14,0.36,High
Andhra Pradesh,Krishna,2019,Alluvial,5.83,1.16,Low
Maharashtra,Nagpur,2020,Clay,6.29,1.09,Low
Karnataka,Belgaum,2015,Red,6.32,0.87,High
Punjab,Ludhiana,2018,Clay,5.84,0.48,Medium
Karnataka,Raichur,2019,Alluvial,6.87,0.53,High
Karnataka,Raichur,2021,Alluvial,7.16,0.47,Low
Andhra Pradesh,Krishna,2019,Alluvial,5.9,0.72,Medium
Punjab,Ludhiana,2015,Red,7.57,0.3,Low
Telangana,Warangal,2021,Alluvial,7.2,1.09,Low
Andhra Pradesh,Guntur,2022,Clay,5.84,0.4,Low
Andhra Pradesh,Guntur,2021,Alluvial,6.97,0.4,High
Maharashtra,Pune,2018,Loamy,7.28,0.59,Medium
Karnataka,Raichur,2022,Black,6.27,1.08,High
Karnataka,Raichur,2019,Loamy,5.8,1.19,Medium
Maharashtra,Aurangabad,2023,Loamy,6.67,0.73,High
Andhra Pradesh,Prakasam,2019,Loamy,6.62,1.19,Medium
Telangana,Adilabad,2015,Loamy,6.87,0.98,Low
Maharashtra,Aurangabad,2023,Clay,6.28,0.66,Low
Telangana,Warangal,2019,Loamy,7.1,0.83,High
Maharashtra,Pune,2020,Red,6.3,0.57,Low
Karnataka,Mandya,2018,Clay,6.94,0.9,Medium
Telangana,Warangal,2020,Loamy,7.36,0.58,Medium
Tamil Nadu,Coimbatore,2022,Loamy,6.67,0.66,High
Andhra Pradesh,Guntur,2017,Red,5.58,0.87,Low
Telangana,Adilabad,2019,Alluvial,5.57,1.15,Low
Andhra Pradesh,Guntur,2016,Black,7.76,1.08,High
Andhra Pradesh,Guntur,2016,Red,7.26,0.71,High
Telangana,Nizamabad,2021,Clay,7.6,0.33,Medium
Punjab,Patiala,2020,Alluvial,6.93,0.91,Low
Tamil Nadu,Coimbatore,2018,Black,5.65,0.74,Medium
Karnataka,Raichur,2019,Red,7.5,0.82,High
Tamil Nadu,Madurai,2015,Clay,5.95,0.35,Medium
Andhra Pradesh,Prakasam,2021,Loamy,6.21,0.66,Medium
Tamil Nadu,Madurai,2022,Black,6.5,0.35,High
Maharashtra,Aurangabad,2023,Clay,6.19,1.03,Low
Maharashtra,Pune,2022,Red,6.41,0.81,High
Punjab,Amritsar,2019,Clay,6.94,0.38,Low
Telangana,Adilabad,2017,Red,5.67,1.06,High
Maharashtra,Nagpur,2023,Clay,5.77,0.43,Medium
Maharashtra,Aurangabad,2020,Loamy,6.27,0.77,Medium
Maharashtra,Nagpur,2019,Black,7.71,0.97,Medium
Telangana,Nizamabad,2017,Red,6.72,0.57,High
Telangana,Nizamabad,2020,Clay,6.91,0.71,High
Maharashtra,Nagpur,2017,Alluvial,7.88,0.4,Low
Punjab,Ludhiana,2020,Red,7.88,0.47,High
Punjab,Amritsar,2018,Clay,5.88,0.94,High
Punjab,Amritsar,2016,Clay,6.16,0.79,Low
Tamil Nadu,Coimbatore,2022,Alluvial,6.0,0.39,Medium
Tamil Nadu,Thanjavur,2018,Black,6.35,0.8,Medium
Maharashtra,Pune,2023,Clay,6.85,0.75,Medium
Andhra Pradesh,Krishna,2021,Alluvial,5.62,0.76,Medium
Punjab,Amritsar,2016,Alluvial,7.71,0.92,Medium
Punjab,Ludhiana,2018,Red,6.84,0.71,Low
Tamil Nadu,Thanjavur,2019,Clay,7.95,0.52,High
Karnataka,Belgaum,2017,Alluvial,7.64,0.66,Medium
Karnataka,Belgaum,2023,Black,5.89,0.75,High
Tamil Nadu,Madurai,2019,Alluvial,7.82,0.4,Medium
Maharashtra,Nagpur,2016,Clay,7.17,1.14,Low
Karnataka,Mandya,2017,Alluvial,6.6,0.55,Low
Karnataka,Raichur,2023,Red,7.69,0.48,High
Telangana,Adilabad,2021,Alluvial,6.76,0.46,Medium
Karnataka,Belgaum,2016,Clay,6.81,0.73,High
Andhra Pradesh,Guntur,2023,Alluvial,6.88,1.16,Medium
Karnataka,Mandya,2018,Loamy,5.58,1.09,Medium
Telangana,Adilabad,2023,Clay,7.69,0.8,Medium
Andhra Pradesh,Prakasam,2016,Alluvial,6.02,0.45,Medium
Tamil Nadu,Madurai,2018,Loamy,5.92,0.6,Low
Andhra Pradesh,Guntur,2019,Black,5.74,1.12,High
Punjab,Amritsar,2016,Loamy,7.51,1.16,Low
Maharashtra,Aurangabad,2015,Alluvial,7.24,0.72,Medium
Andhra Pradesh,Krishna,2021,Red,7.32,1.13,High
Telangana,Warangal,2015,Black,6.04,0.34,High
Andhra Pradesh,Prakasam,2022,Red,5.65,1.07,Low
Karnataka,Belgaum,2017,Alluvial,7.64,0.31,Medium
Tamil Nadu,Coimbatore,2020,Red,7.04,0.82,Medium
Tamil Nadu,Coimbatore,2021,Alluvial,7.29,0.49,Low
Andhra Pradesh,Prakasam,2015,Red,5.52,1.05,High
Punjab,Patiala,2020,Clay,7.84,1.17,Low
Maharashtra,Pune,2021,Alluvial,6.96,0.97,Low
Telangana,Adilabad,2020,Red,6.34,0.36,Medium
Andhra Pradesh,Prakasam,2018,Black,6.6,0.71,Low
Maharashtra,Aurangabad,2015,Loamy,5.67,1.04,High
Punjab,Patiala,2023,Red,5.68,1.15,Low
Telangana,Warangal,2018,Loamy,6.04,0.66,High
Tamil Nadu,Thanjavur,2021,Clay,5.99,0.83,Medium
Karnataka,Mandya,2021,Alluvial,7.41,0.53,High
Maharashtra,Nagpur,2016,Red,6.43,0.86,Low
Maharashtra,Aurangabad,2015,Alluvial,5.92,0.75,Low
Punjab,Ludhiana,2022,Clay,7.79,1.08,Low
Tamil Nadu,Madurai,2022,Loamy,6.56,1.16,Medium
Maharashtra,Pune,2021,Loamy,5.7,1.08,Medium
Punjab,Ludhiana,2022,Red,5.57,0.87,Medium
Andhra Pradesh,Prakasam,2017,Black,6.47,0.4,Low
Andhra Pradesh,Guntur,2016,Loamy,6.56,0.33,Low
Tamil Nadu,Madurai,2021,Alluvial,7.5,0.71,High
Maharashtra,Nagpur,2022,Alluvial,5.89,0.43,Low
Maharashtra,Pune,2015,Red,5.88,0.37,Medium
Telangana,Adilabad,2023,Loamy,7.29,0.81,High
Punjab,Ludhiana,2018,Black,7.92,0.41,Low
Karnataka,Belgaum,2018,Loamy,5.74,0.56,Medium
Karnataka,Raichur,2017,Loamy,6.69,1.03,Medium
Andhra Pradesh,Guntur,2020,Red,6.57,0.67,Low
Karnataka,Belgaum,2015,Red,6.5,0.45,High
Punjab,Patiala,2020,Alluvial,6.27,1.0,Low
Telangana,Nizamabad,2016,Black,6.65,1.2,Medium
Punjab,Amritsar,2023,Alluvial,7.55,0.86,High
Punjab,Patiala,2016,Loamy,7.17,0.34,Low
Telangana,Nizamabad,2021,Red,7.1,0.66,High
Karnataka,Belgaum,2015,Red,7.21,1.0,Low
Telangana,Adilabad,2021,Clay,5.68,0.94,Medium
Maharashtra,Aurangabad,2019,Loamy,7.76,0.74,Medium
Telangana,Adilabad,2022,Clay,7.63,0.5,Medium
