State,District,Crop_Year,Season,Crop,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Ha
Tamil Nadu,Coimbatore,2020.0,Rabi,Maize,56988.09,143439.33,2.52
Punjab,Amritsar,2017.0,Summer,Pulses,51279.28,159285.93,3.11
Andhra Pradesh,Prakasam,2019.0,Kharif,Cotton,119467.58,444055.84,3.72
Telangana,Adilabad,2016.0,Rabi,Wheat,81485.64,304945.6,3.74
Maharashtra,Nagpur,2022.0,Summer,Groundnut,115237.09,259607.48,2.25
Maharashtra,Aurangabad,2022.0,Kharif,Maize,7827.33,27815.12,3.55
Punjab,Patiala,2023.0,Rabi,Sugarcane,92103.81,345969.34,3.76
Karnataka,Mandya,2016.0,Summer,Groundnut,70641.73,289874.3,4.1
Andhra Pradesh,Prakasam,2019.0,Kharif,Maize,15381.79,59720.67,3.88
Telangana,Nizamabad,2023.0,Kharif,Cotton,91671.8,137776.22,1.5
Maharashtra,Nagpur,2019.0,Kharif,Soybean,104767.26,186944.55,1.78
Tamil Nadu,Coimbatore,2020.0,Rabi,Sugarcane,36993.55,149081.69,4.03
Tamil Nadu,Thanjavur,2023.0,Summer,Soybean,107098.95,455064.89,4.25
Andhra Pradesh,Krishna,2018.0,Kharif,Rice,44922.99,97661.41,2.17
Telangana,Warangal,2022.0,Rabi,Maize,26940.16,94377.14,3.5
Tamil Nadu,Thanjavur,2023.0,Rabi,Sugarcane,114390.63,295227.17,2.58
Andhra Pradesh,Krishna,2017.0,Summer,Groundnut,15623.53,30360.85,1.94
Karnataka,Belgaum,2021.0,Summer,Rice,24851.19,77527.86,3.12
Tamil Nadu,Coimbatore,2018.0,Rabi,Groundnut,39276.47,104467.72,2.66
Karnataka,Raichur,2015.0,Kharif,Maize,71311.28,289032.81,4.05
Tamil Nadu,Coimbatore,2019.0,Summer,Maize,50431.93,216793.04,4.3
Karnataka,Mandya,2016.0,Kharif,Groundnut,50611.96,112979.1,2.23
Tamil Nadu,Coimbatore,2016.0,Kharif,Groundnut,58945.29,220022.69,3.73
Telangana,Nizamabad,2018.0,Kharif,Rice,85614.85,232502.27,2.72
Tamil Nadu,Thanjavur,2022.0,Summer,Sugarcane,37348.09,65068.15,1.74
Andhra Pradesh,Krishna,2018.0,Rabi,Cotton,103721.48,367115.59,3.54
Telangana,Warangal,2016.0,Summer,Rice,49641.76,109440.5,2.2
Maharashtra,Pune,2023.0,Kharif,Maize,36523.98,146507.08,4.01
Punjab,Ludhiana,2023.0,Kharif,Sugarcane,78101.01,223458.27,2.86
Maharashtra,Nagpur,2020.0,Summer,Maize,13734.54,55111.27,4.01
Karnataka,Mandya,2021.0,Summer,Sugarcane,14176.86,37539.61,2.65
Maharashtra,Aurangabad,2015.0,Summer,Rice,26005.45,69392.89,2.67
Andhra Pradesh,Krishna,2015.0,Summer,Groundnut,78271.36,221241.25,2.83
Tamil Nadu,Madurai,2023.0,Kharif,Soybean,100370.8,338528.49,3.37
Karnataka,Belgaum,2019.0,Rabi,Maize,13348.01,20979.29,1.57
Maharashtra,Aurangabad,2023.0,Summer,Pulses,38107.38,169968.58,4.46
Telangana,Warangal,2020.0,Rabi,Wheat,11437.51,23253.6,2.03
Karnataka,Belgaum,2023.0,Kharif,Maize,70807.08,179824.17,2.54
Karnataka,Belgaum,2016.0,Rabi,Rice,97029.08,332491.23,3.43
Andhra Pradesh,Prakasam,2023.0,Kharif,Pulses,48109.18,96545.12,2.01
Karnataka,Raichur,2015.0,Rabi,Rice,101661.36,284770.07,2.8
Andhra Pradesh,Krishna,2018.0,Kharif,Soybean,80561.69,308439.27,3.83
Maharashtra,Nagpur,2020.0,Rabi,Sugarcane,46035.65,170636.99,3.71
Andhra Pradesh,Guntur,2017.0,Rabi,Maize,23010.63,91169.71,3.96
Telangana,Nizamabad,2017.0,Rabi,Wheat,10469.25,34124.83,3.26
Karnataka,Belgaum,2022.0,Kharif,Maize,105388.04,331195.59,3.14
Andhra Pradesh,Guntur,2021.0,Summer,Groundnut,24118.12,105989.05,4.39
Punjab,Ludhiana,2018.0,Summer,Pulses,118487.96,226029.18,1.91
Karnataka,Raichur,2019.0,Kharif,Wheat,32440.13,72704.64,2.24
Karnataka,Mandya,2017.0,Kharif,Soybean,60929.55,201132.24,3.3
Telangana,Warangal,2019.0,Summer,Cotton,39004.1,147281.35,3.78
Karnataka,Mandya,2021.0,Summer,Pulses,45799.71,97620.26,2.13
Tamil Nadu,Madurai,2023.0,Kharif,Sugarcane,92114.23,341940.18,3.71
Andhra Pradesh,Guntur,2023.0,Kharif,Cotton,52251.99,118297.49,2.26
Andhra Pradesh,Krishna,2018.0,Summer,Groundnut,100391.16,328514.94,3.27
Andhra Pradesh,Prakasam,2020.0,Kharif,Soybean,117078.69,440432.07,3.76
Punjab,Patiala,2016.0,Summer,Pulses,43476.69,68832.09,1.58
Punjab,Ludhiana,2022.0,Kharif,Maize,61146.06,110938.4,1.81
Tamil Nadu,Thanjavur,2019.0,Rabi,Pulses,34572.89,111226.64,3.22
Telangana,Nizamabad,2016.0,Summer,Wheat,59241.54,174956.58,2.95
Punjab,Patiala,2018.0,Kharif,Rice,86652.9,222666.27,2.57
Tamil Nadu,Madurai,2021.0,Summer,Sugarcane,42898.7,184477.03,4.3
Telangana,Adilabad,2021.0,Rabi,Sugarcane,51559.05,223605.74,4.34
Maharashtra,Nagpur,2021.0,Rabi,Cotton,88905.29,338058.94,3.8
Maharashtra,Pune,2015.0,Kharif,Wheat,69207.82,216599.27,3.13
Telangana,Adilabad,2017.0,Summer,Cotton,45892.87,186910.81,4.07
Tamil Nadu,Madurai,2019.0,Kharif,Sugarcane,29833.68,66863.24,2.24
Punjab,Ludhiana,2017.0,Kharif,Groundnut,50531.23,193153.87,3.82
Punjab,Amritsar,2017.0,Rabi,Pulses,84343.2,235458.93,2.79
Tamil Nadu,Coimbatore,2016.0,Kharif,Rice,54145.68,146255.52,2.7
Tamil Nadu,Thanjavur,2017.0,Rabi,Pulses,35086.86,120789.18,3.44
Andhra Pradesh,Guntur,2022.0,Kharif,Soybean,49329.47,113600.63,2.3
Tamil Nadu,Madurai,2018.0,Summer,Cotton,6313.77,27584.58,4.37
Punjab,Ludhiana,2021.0,Kharif,Soybean,9803.17,33922.79,3.46
Punjab,Ludhiana,2023.0,Summer,Maize,101218.48,418942.48,4.14
Punjab,Patiala,2016.0,Kharif,Rice,34205.27,134393.88,3.93
Maharashtra,Aurangabad,2020.0,Rabi,Sugarcane,36318.48,107805.32,2.97
Karnataka,Raichur,2015.0,Rabi,Pulses,36677.84,119767.49,3.27
Tamil Nadu,Thanjavur,2023.0,Rabi,Groundnut,12803.0,31112.45,2.43
Maharashtra,Pune,2018.0,Rabi,Pulses,75103.88,133855.91,1.78
Andhra Pradesh,Prakasam,2019.0,Summer,Cotton,7442.25,21660.12,2.91
Maharashtra,Aurangabad,2023.0,Kharif,Wheat,104502.35,163079.64,1.56
Andhra Pradesh,Prakasam,2021.0,Rabi,Pulses,76863.45,179379.42,2.33
Telangana,Warangal,2017.0,Summer,Pulses,97588.44,409239.85,4.19
Tamil Nadu,Madurai,2022.0,Summer,Pulses,97215.81,343394.47,3.53
Maharashtra,Aurangabad,2020.0,Rabi,Wheat,63224.57,129175.03,2.04
Maharashtra,Nagpur,2016.0,Kharif,Sugarcane,8685.7,27048.02,3.11
Punjab,Amritsar,2016.0,Rabi,Groundnut,113202.26,300563.93,2.66
Maharashtra,Aurangabad,2016.0,Summer,Maize,68621.12,132487.62,1.93
Tamil Nadu,Thanjavur,2023.0,Rabi,Maize,76736.16,310290.02,4.04
Tamil Nadu,Coimbatore,2016.0,Rabi,Maize,76819.87,208412.6,2.71
Karnataka,Raichur,2020.0,Kharif,Sugarcane,82899.53,263685.0,3.18
Punjab,Amritsar,2018.0,Rabi,Cotton,12096.84,46989.0,3.88
Telangana,Adilabad,2016.0,Kharif,Groundnut,65905.41,171698.76,2.61
Maharashtra,Pune,2016.0,Rabi,Rice,55048.83,185336.24,3.37
Punjab,Amritsar,2019.0,Rabi,Wheat,5260.65,8823.84,1.68
Karnataka,Belgaum,2020.0,Rabi,Rice,52184.21,101602.22,1.95
Andhra Pradesh,Guntur,2015.0,Rabi,Groundnut,56121.29,251173.82,4.48
Maharashtra,Nagpur,2017.0,Summer,Groundnut,25293.47,80571.04,3.19
Karnataka,Belgaum,2022.0,Kharif,Sugarcane,111252.07,414739.05,3.73
Punjab,Patiala,2017.0,Summer,Pulses,108054.89,283590.26,2.62
Karnataka,Raichur,2018.0,Summer,Pulses,98431.5,268087.68,2.72
Punjab,Amritsar,2020.0,Summer,Pulses,63503.85,254487.61,4.01
Tamil Nadu,Madurai,2022.0,Summer,Cotton,109625.42,463800.58,4.23
Karnataka,Belgaum,2017.0,Summer,Cotton,45779.72,166722.47,3.64
Andhra Pradesh,Krishna,2016.0,Rabi,Pulses,69198.21,144286.47,2.09
Maharashtra,Nagpur,2019.0,Rabi,Wheat,111764.46,402566.65,3.6
Punjab,Ludhiana,2021.0,Rabi,Maize,114720.48,192342.33,1.68
Punjab,Ludhiana,2021.0,Kharif,Cotton,83438.9,337107.11,4.04
Maharashtra,Pune,2015.0,Rabi,Maize,55349.13,247512.34,4.47
Maharashtra,Aurangabad,2022.0,Kharif,Pulses,54447.06,202753.64,3.72
Punjab,Ludhiana,2017.0,Rabi,Groundnut,119951.8,344928.3,2.88
Tamil Nadu,Madurai,2019.0,Summer,Rice,29225.81,91864.73,3.14
Andhra Pradesh,Krishna,2021.0,Rabi,Groundnut,20581.74,84258.09,4.09
Maharashtra,Nagpur,2020.0,Summer,Maize,40881.24,177925.99,4.35
Maharashtra,Aurangabad,2016.0,Summer,Cotton,41635.24,101046.31,2.43
Maharashtra,Pune,2020.0,Kharif,Pulses,53132.3,211385.97,3.98
Maharashtra,Pune,2015.0,Summer,Maize,83436.13,234247.83,2.81
Andhra Pradesh,Krishna,2020.0,Rabi,Wheat,8773.67,34563.2,3.94
Maharashtra,Nagpur,2015.0,Rabi,Cotton,85680.74,352365.74,4.11
Maharashtra,Nagpur,2017.0,Kharif,Wheat,96190.75,338211.0,3.52
Karnataka,Belgaum,2021.0,Rabi,Groundnut,51683.66,127602.56,2.47
Karnataka,Mandya,2017.0,Kharif,Soybean,36937.36,124908.47,3.38
Karnataka,Mandya,2019.0,Summer,Groundnut,30444.28,66094.25,2.17
Telangana,Nizamabad,2022.0,Kharif,Groundnut,68267.22,104863.89,1.54
Tamil Nadu,Thanjavur,2015.0,Summer,Cotton,114660.7,327843.84,2.86
Telangana,Warangal,2022.0,Rabi,Cotton,103584.63,390682.28,3.77
Karnataka,Raichur,2020.0,Rabi,Groundnut,43208.57,113071.18,2.62
Maharashtra,Nagpur,2015.0,Kharif,Soybean,55653.76,249257.05,4.48
Punjab,Patiala,2015.0,Rabi,Soybean,46879.56,204902.11,4.37
Tamil Nadu,Coimbatore,2021.0,Summer,Rice,66134.3,275677.58,4.17
Punjab,Amritsar,2018.0,Kharif,Wheat,44522.38,156758.43,3.52
Tamil Nadu,Madurai,2017.0,Summer,Groundnut,112269.41,275496.92,2.45
Maharashtra,Aurangabad,2018.0,Rabi,Maize,41068.78,64677.86,1.57
Maharashtra,Aurangabad,2020.0,Rabi,Maize,12234.49,21559.34,1.76
Tamil Nadu,Coimbatore,2018.0,Kharif,Soybean,59581.53,182494.98,3.06
Tamil Nadu,Coimbatore,2017.0,Kharif,Cotton,57249.38,119860.54,2.09
Punjab,Amritsar,2016.0,Summer,Rice,76807.42,228697.1,2.98
Karnataka,Mandya,2019.0,Kharif,Wheat,52940.84,93575.0,1.77
Punjab,Patiala,2020.0,Kharif,Groundnut,22100.15,79554.74,3.6
Maharashtra,Pune,2017.0,Kharif,Cotton,19663.24,69321.64,3.53
Punjab,Amritsar,2023.0,Summer,Rice,15899.75,71051.09,4.47
Andhra Pradesh,Krishna,2022.0,Kharif,Wheat,13314.7,42275.64,3.18
Punjab,Ludhiana,2022.0,Kharif,Sugarcane,93326.22,405521.55,4.35
Tamil Nadu,Madurai,2021.0,Kharif,Wheat,64262.54,190384.24,2.96
Tamil Nadu,Thanjavur,2015.0,Summer,Rice,64937.5,100935.73,1.55
Tamil Nadu,Madurai,2023.0,Rabi,Rice,9807.06,18262.85,1.86
Andhra Pradesh,Guntur,2015.0,Rabi,Cotton,44090.37,70544.33,1.6
Karnataka,Mandya,2021.0,Rabi,Rice,117806.77,427710.59,3.63
Punjab,Patiala,2015.0,Summer,Groundnut,77997.82,341965.18,4.38
Telangana,Warangal,2021.0,Rabi,Wheat,70365.5,193790.74,2.75
Telangana,Nizamabad,2019.0,Kharif,Wheat,109157.53,479024.18,4.39
Maharashtra,Pune,2016.0,Summer,Maize,22138.73,78731.21,3.56
Karnataka,Belgaum,2017.0,Rabi,Cotton,10931.07,43229.53,3.95
Punjab,Patiala,2020.0,Summer,Sugarcane,73864.1,298536.92,4.04
Maharashtra,Nagpur,2018.0,Kharif,Maize,30770.57,112988.95,3.67
Punjab,Patiala,2021.0,Rabi,Groundnut,116391.11,298177.11,2.56
Karnataka,Mandya,2020.0,Rabi,Groundnut,61461.39,250876.97,4.08
Tamil Nadu,Madurai,2015.0,Kharif,Wheat,37822.1,121942.17,3.22
Punjab,Ludhiana,2023.0,Kharif,Sugarcane,70528.11,265284.77,3.76
Punjab,Patiala,2019.0,Rabi,Wheat,45446.61,140206.86,3.09
Telangana,Nizamabad,2017.0,Kharif,Soybean,93419.28,377512.88,4.04
Andhra Pradesh,Krishna,2023.0,Rabi,Maize,110507.8,293579.93,2.66
Andhra Pradesh,Guntur,2018.0,Kharif,Groundnut,81992.65,262830.0,3.21
Punjab,Amritsar,2023.0,Rabi,Sugarcane,50638.99,152522.42,3.01
Andhra Pradesh,Prakasam,2018.0,Summer,Soybean,71310.0,173773.64,2.44
Andhra Pradesh,Prakasam,2019.0,Rabi,Cotton,77851.26,332933.01,4.28
Telangana,Nizamabad,2023.0,Summer,Pulses,45580.08,142992.78,3.14
Tamil Nadu,Thanjavur,2021.0,Kharif,Maize,75369.94,197368.97,2.62
Tamil Nadu,Thanjavur,2021.0,Rabi,Maize,98177.06,427621.72,4.36
Maharashtra,Aurangabad,2018.0,Kharif,Maize,52646.58,116236.75,2.21
Telangana,Adilabad,2019.0,Kharif,Soybean,19118.07,40484.06,2.12
Karnataka,Raichur,2022.0,Rabi,Soybean,101028.18,400432.56,3.96
Andhra Pradesh,Guntur,2015.0,Summer,Maize,15112.01,43266.45,2.86
Andhra Pradesh,Prakasam,2017.0,Rabi,Rice,69863.27,180845.55,2.59
Andhra Pradesh,Guntur,2019.0,Summer,Groundnut,35757.48,77580.48,2.17
Punjab,Patiala,2016.0,Rabi,Cotton,119307.79,479237.74,4.02
Punjab,Patiala,2016.0,Summer,Cotton,8524.84,18335.97,2.15
Telangana,Nizamabad,2021.0,Summer,Wheat,101367.6,379646.41,3.75
Maharashtra,Aurangabad,2021.0,Rabi,Rice,78569.08,344062.33,4.38
Punjab,Amritsar,2017.0,Summer,Pulses,91382.92,332386.3,3.64
Andhra Pradesh,Guntur,2015.0,Rabi,Rice,68399.99,207107.69,3.03
Telangana,Nizamabad,2017.0,Summer,Pulses,50342.27,195180.31,3.88
Karnataka,Raichur,2022.0,Rabi,Pulses,95372.53,358486.78,3.76
Karnataka,Mandya,2019.0,Summer,Cotton,21383.71,52892.76,2.47
Tamil Nadu,Thanjavur,2019.0,Kharif,Maize,19737.1,82011.95,4.16
Maharashtra,Pune,2022.0,Kharif,Pulses,57461.59,148614.97,2.59
Karnataka,Belgaum,2016.0,Kharif,Rice,80712.47,247262.44,3.06
Punjab,Ludhiana,2019.0,Kharif,Wheat,65528.14,183211.95,2.8
Andhra Pradesh,Guntur,2023.0,Kharif,Groundnut,31483.69,125346.45,3.98
Karnataka,Raichur,2023.0,Summer,Pulses,105415.86,213892.78,2.03
Andhra Pradesh,Prakasam,2020.0,Rabi,Sugarcane,108524.79,366549.32,3.38
Tamil Nadu,Madurai,2023.0,Rabi,Cotton,96033.5,233670.65,2.43
Maharashtra,Nagpur,2018.0,Summer,Groundnut,83483.99,169720.84,2.03
Punjab,Ludhiana,2015.0,Summer,Maize,22274.55,98454.56,4.42
Punjab,Amritsar,2021.0,Kharif,Groundnut,86959.15,314116.59,3.61
Maharashtra,Aurangabad,2022.0,Rabi,Sugarcane,79157.14,243488.76,3.08
Andhra Pradesh,Prakasam,2021.0,Kharif,Groundnut,90823.61,157604.95,1.74
Telangana,Nizamabad,2019.0,Summer,Soybean,94730.82,235319.76,2.48
Tamil Nadu,Thanjavur,2023.0,Kharif,Wheat,43561.34,122611.35,2.81
Telangana,Nizamabad,2015.0,Summer,Soybean,15049.23,35250.62,2.34
Telangana,Adilabad,2021.0,Summer,Pulses,20828.53,73400.81,3.52
Tamil Nadu,Madurai,2019.0,Rabi,Groundnut,93065.88,296710.26,3.19
Tamil Nadu,Coimbatore,2016.0,Summer,Pulses,86420.01,273248.47,3.16
Karnataka,Mandya,2015.0,Kharif,Maize,68266.17,234454.24,3.43
Andhra Pradesh,Guntur,2019.0,Summer,Wheat,25459.16,100588.93,3.95
Karnataka,Belgaum,2017.0,Rabi,Rice,41769.73,102980.53,2.47
Punjab,Patiala,2019.0,Kharif,Soybean,104709.69,398070.34,3.8
Andhra Pradesh,Prakasam,2016.0,Rabi,Groundnut,77733.65,299547.18,3.85
Andhra Pradesh,Prakasam,2019.0,Kharif,Rice,77583.69,198545.45,2.56
Karnataka,Belgaum,2017.0,Rabi,Maize,80780.17,238407.52,2.95
Karnataka,Raichur,2021.0,Summer,Sugarcane,53707.0,193952.7,3.61
Telangana,Nizamabad,2018.0,Summer,Sugarcane,103150.3,448657.62,4.35
Punjab,Ludhiana,2022.0,Kharif,Pulses,22858.18,57046.3,2.5
Telangana,Nizamabad,2018.0,Rabi,Cotton,92269.89,203459.4,2.21
Telangana,Adilabad,2022.0,Rabi,Pulses,83182.24,248974.35,2.99
Telangana,Adilabad,2020.0,Rabi,Maize,66183.73,194998.41,2.95
Andhra Pradesh,Guntur,2019.0,Kharif,Wheat,86518.83,282991.58,3.27
Tamil Nadu,Thanjavur,2022.0,Kharif,Sugarcane,109933.07,189638.58,1.73
Karnataka,Raichur,2015.0,Summer,Maize,114890.68,314663.42,2.74
Karnataka,Raichur,2019.0,Rabi,Rice,119591.61,320399.03,2.68
Karnataka,Belgaum,2019.0,Summer,Pulses,59575.24,231209.37,3.88
Karnataka,Mandya,2017.0,Kharif,Pulses,38330.56,83974.21,2.19
Maharashtra,Pune,2015.0,Summer,Cotton,30072.74,76528.94,2.54
Telangana,Adilabad,2017.0,Summer,Soybean,106611.38,264158.93,2.48
Maharashtra,Aurangabad,2018.0,Rabi,Groundnut,41820.23,64050.19,1.53
Tamil Nadu,Thanjavur,2022.0,Summer,Rice,25223.62,89940.33,3.57
Karnataka,Raichur,2021.0,Rabi,Sugarcane,35823.39,131760.82,3.68
Karnataka,Raichur,2021.0,Kharif,Wheat,15139.26,50386.18,3.33
Karnataka,Raichur,2021.0,Summer,Cotton,82070.63,181343.72,2.21
Tamil Nadu,Coimbatore,2020.0,Rabi,Maize,50363.22,120586.65,2.39
Telangana,Nizamabad,2020.0,Summer,Rice,12317.8,40839.26,3.32
Punjab,Amritsar,2015.0,Kharif,Groundnut,12091.39,32424.23,2.68
Maharashtra,Nagpur,2020.0,Kharif,Wheat,83064.61,221493.64,2.67
Andhra Pradesh,Krishna,2015.0,Summer,Pulses,105175.93,422578.74,4.02
Tamil Nadu,Thanjavur,2020.0,Kharif,Wheat,92991.99,388333.19,4.18
Telangana,Nizamabad,2018.0,Summer,Pulses,74500.48,193304.26,2.59
Telangana,Adilabad,2020.0,Summer,Maize,71785.67,224859.7,3.13
Maharashtra,Pune,2015.0,Summer,Pulses,43483.5,104125.5,2.39
Tamil Nadu,Madurai,2016.0,Rabi,Rice,118354.5,423731.03,3.58
Tamil Nadu,Coimbatore,2019.0,Rabi,Wheat,85937.36,176106.46,2.05
Maharashtra,Nagpur,2017.0,Summer,Rice,70996.26,152689.72,2.15
Karnataka,Mandya,2021.0,Kharif,Cotton,63571.17,132552.72,2.09
Punjab,Amritsar,2016.0,Kharif,Rice,33717.08,127232.55,3.77
Tamil Nadu,Coimbatore,2022.0,Rabi,Wheat,60433.4,216325.33,3.58
Karnataka,Raichur,2019.0,Summer,Wheat,24869.89,83966.02,3.38
Punjab,Ludhiana,2016.0,Rabi,Soybean,59385.94,207809.23,3.5
Punjab,Amritsar,2018.0,Kharif,Maize,84662.88,218819.11,2.58
Telangana,Nizamabad,2022.0,Summer,Soybean,81840.8,336273.96,4.11
Maharashtra,Nagpur,2017.0,Summer,Rice,93294.56,293020.85,3.14
Karnataka,Mandya,2020.0,Kharif,Cotton,114310.3,357734.49,3.13
Maharashtra,Aurangabad,2020.0,Kharif,Pulses,88512.96,184253.84,2.08
Tamil Nadu,Madurai,2022.0,Rabi,Groundnut,113470.39,309957.48,2.73
Karnataka,Belgaum,2021.0,Rabi,Pulses,36852.76,95073.07,2.58
Andhra Pradesh,Krishna,2018.0,Summer,Maize,16811.46,25711.84,1.53
Andhra Pradesh,Prakasam,2015.0,Summer,Soybean,65528.57,107948.69,1.65
Tamil Nadu,Coimbatore,2019.0,Rabi,Soybean,99164.85,428976.25,4.33
Andhra Pradesh,Prakasam,2016.0,Summer,Soybean,79808.68,196343.84,2.46
Andhra Pradesh,Guntur,2023.0,Summer,Rice,107309.98,426138.1,3.97
Maharashtra,Aurangabad,2019.0,Rabi,Pulses,62448.05,108543.33,1.74
Telangana,Adilabad,2018.0,Rabi,Groundnut,100458.75,387511.38,3.86
Punjab,Amritsar,2018.0,Kharif,Soybean,31906.58,126085.73,3.95
Maharashtra,Pune,2018.0,Kharif,Groundnut,114557.38,370188.89,3.23
Telangana,Warangal,2023.0,Kharif,Groundnut,18160.98,77631.1,4.27
Punjab,Ludhiana,2022.0,Kharif,Maize,38369.54,120796.73,3.15
Karnataka,Belgaum,2020.0,Rabi,Cotton,10782.06,47342.85,4.39
Andhra Pradesh,Prakasam,2020.0,Kharif,Sugarcane,109452.63,165461.13,1.51
Maharashtra,Nagpur,2022.0,Kharif,Groundnut,104394.26,357528.12,3.42
Maharashtra,Nagpur,2020.0,Rabi,Wheat,114189.66,338051.18,2.96
Telangana,Adilabad,2023.0,Kharif,Groundnut,91373.59,393583.63,4.31
Tamil Nadu,Thanjavur,2019.0,Rabi,Wheat,60739.28,222432.63,3.66
Maharashtra,Pune,2022.0,Kharif,Soybean,79237.58,244167.4,3.08
Tamil Nadu,Coimbatore,2020.0,Summer,Sugarcane,108863.18,448110.84,4.12
Maharashtra,Nagpur,2023.0,Kharif,Cotton,34114.01,78030.1,2.29
Karnataka,Raichur,2021.0,Kharif,Groundnut,32963.21,105266.73,3.19
Telangana,Adilabad,2022.0,Rabi,Pulses,59824.03,139569.69,2.33
Maharashtra,Aurangabad,2017.0,Kharif,Maize,30559.91,70975.24,2.32
Maharashtra,Pune,2016.0,Rabi,Soybean,95326.73,405363.95,4.25
Andhra Pradesh,Prakasam,2020.0,Rabi,Pulses,61669.28,253548.25,4.11
Tamil Nadu,Thanjavur,2017.0,Summer,Maize,98607.21,159888.76,1.62
Andhra Pradesh,Guntur,2015.0,Summer,Soybean,41764.25,106584.03,2.55
Andhra Pradesh,Krishna,2020.0,Rabi,Cotton,68310.85,160745.5,2.35
Punjab,Patiala,2018.0,Summer,Wheat,36883.64,157739.34,4.28
Punjab,Amritsar,2022.0,Summer,Maize,16862.11,32108.72,1.9
Tamil Nadu,Thanjavur,2021.0,Kharif,Cotton,43666.99,91986.04,2.11
Telangana,Nizamabad,2022.0,Summer,Soybean,41083.38,173393.97,4.22
Tamil Nadu,Madurai,2021.0,Summer,Rice,119716.21,235756.12,1.97
Telangana,Nizamabad,2021.0,Summer,Wheat,110366.09,339490.71,3.08
Tamil Nadu,Coimbatore,2022.0,Summer,Soybean,62988.44,256910.46,4.08
Telangana,Nizamabad,2022.0,Kharif,Pulses,102973.04,285726.5,2.77
Andhra Pradesh,Prakasam,2018.0,Rabi,Pulses,71820.1,282889.61,3.94
Karnataka,Mandya,2021.0,Rabi,Groundnut,8130.91,24380.98,3.0
Tamil Nadu,Coimbatore,2015.0,Rabi,Soybean,95960.77,361027.54,3.76
Karnataka,Raichur,2020.0,Rabi,Sugarcane,81102.36,229606.55,2.83
Telangana,Nizamabad,2015.0,Kharif,Groundnut,83920.9,130216.13,1.55
Maharashtra,Aurangabad,2017.0,Summer,Cotton,84319.65,163807.4,1.94
Punjab,Ludhiana,2017.0,Summer,Pulses,44747.65,118913.89,2.66
Andhra Pradesh,Krishna,2016.0,Summer,Sugarcane,89851.15,249432.64,2.78
Andhra Pradesh,Guntur,2020.0,Rabi,Pulses,28379.13,89491.79,3.15
Karnataka,Belgaum,2020.0,Rabi,Maize,68665.81,250632.5,3.65
Tamil Nadu,Madurai,2015.0,Summer,Pulses,117955.2,414467.33,3.51
Punjab,Ludhiana,2020.0,Rabi,Pulses,92953.64,332034.84,3.57
Andhra Pradesh,Krishna,2021.0,Summer,Cotton,43954.14,148563.57,3.38
Telangana,Adilabad,2020.0,Summer,Cotton,8822.23,25234.37,2.86
Karnataka,Mandya,2018.0,Kharif,Soybean,102986.37,280765.35,2.73
Maharashtra,Pune,2017.0,Kharif,Maize,66493.87,163090.59,2.45
Tamil Nadu,Thanjavur,2017.0,Kharif,Pulses,60603.09,262594.42,4.33
Punjab,Ludhiana,2023.0,Summer,Pulses,93654.31,171847.91,1.83
Karnataka,Raichur,2016.0,Rabi,Maize,30609.91,55412.35,1.81
Telangana,Warangal,2018.0,Summer,Groundnut,70131.23,279587.34,3.99
Tamil Nadu,Coimbatore,2021.0,Kharif,Cotton,69315.74,246098.93,3.55
Tamil Nadu,Thanjavur,2016.0,Summer,Groundnut,53689.25,106608.04,1.99
Tamil Nadu,Coimbatore,2021.0,Rabi,Groundnut,10281.71,27732.57,2.7
Maharashtra,Pune,2020.0,Summer,Soybean,56623.77,126301.65,2.23
Punjab,Amritsar,2020.0,Kharif,Wheat,113495.81,428065.82,3.77
Karnataka,Belgaum,2017.0,Summer,Pulses,45686.03,70165.29,1.54
Andhra Pradesh,Guntur,2023.0,Summer,Soybean,79863.44,296466.28,3.71
Tamil Nadu,Thanjavur,2023.0,Summer,Rice,109873.69,430460.17,3.92
Tamil Nadu,Coimbatore,2020.0,Kharif,Maize,60709.55,144238.8,2.38
Punjab,Amritsar,2023.0,Kharif,Maize,7447.22,17608.13,2.36
Andhra Pradesh,Guntur,2020.0,Kharif,Sugarcane,11815.73,34274.42,2.9
Punjab,Patiala,2021.0,Kharif,Cotton,48582.14,149098.14,3.07
Andhra Pradesh,Krishna,2020.0,Kharif,Wheat,78049.38,264513.97,3.39
Maharashtra,Nagpur,2019.0,Summer,Cotton,6914.28,16085.92,2.33
Karnataka,Raichur,2015.0,Kharif,Soybean,9764.59,38939.03,3.99
Punjab,Patiala,2023.0,Kharif,Sugarcane,72523.51,137096.21,1.89
Maharashtra,Nagpur,2015.0,Summer,Groundnut,111588.07,296074.5,2.65
Tamil Nadu,Coimbatore,2021.0,Rabi,Cotton,79649.3,296080.82,3.72
Karnataka,Raichur,2018.0,Summer,Rice,95678.71,256536.09,2.68
Tamil Nadu,Thanjavur,2022.0,Rabi,Groundnut,21112.04,42102.24,1.99
Punjab,Amritsar,2015.0,Rabi,Wheat,65257.43,141138.34,2.16
Punjab,Ludhiana,2017.0,Summer,Sugarcane,34972.99,120331.97,3.44
Tamil Nadu,Madurai,2018.0,Rabi,Groundnut,82187.25,131964.28,1.61
Andhra Pradesh,Prakasam,2020.0,Rabi,Rice,29347.67,123892.51,4.22
